ID,sentence,subjectivity,length,sentiment
104037,LAIs Not Superior  Results showed the LAI group did not have lower rates of hospitalization.,0.9,92,0
235530,No significant difference in mortality occurred between people with LADA and those with type 2 diabetes.,0.875,104,0
262380,"and ""Sunday: Terrific, XX was selected as team rep and met their goal on Saturday so your team has XX points.",1,109,1
120139,"However, there was no significant association with fat-free body mass (P = .17).",0.875,80,0
50044,"However, he said he wouldn't be surprised if suicide rates started to climb again now that the pandemic has eased.",0.9,114,-1
74221,Potential limitations of the study include possible publication bias and heterogeneity of studies evaluated.,1,108,-1
235380,"""This striking rise in prescribing is attributed to long-term treatment rather than an increased incidence of depression.""",1,122,0
60732,"Thus far, data suggest that it's the composition of the diet, and not just its contribution to weight gain, that could be impactful, Dixon said.",1,144,0
209054,"Only one in five participants in this latest study achieved 10,000 steps per day, according to the paper.",0.95,105,-1
91929,"When stratified by diagnosis, this finding remained only for the ASD sample.",1,76,0
107875,"The goal of the study was to determine whether migraine patients would have a unique PSG profile, Gruenthal said.",1,113,0
81051,"Persons in the MBSR group had a significant decrease in the NPS compared with those in the HEP group (P = .05), and from pre- to postintervention assessments (P = .023).",0.875,169,0
144440,"This timeframe, which can be ""very complicated for women,"" consists of climacteric irregularities (hot flashes, vaginal dryness, mood disorders, etc.)",0.925,150,-1
119613,"It has nothing to do with economization; it is a commodification of surgery, and it does not result in any significant advantage to productivity,"" said Schmitz-Rixen.",0.875,166,-1
117935,Ms. Murphy disclosed no relevant conflicts of interest with respect to her comments.,0.9,84,0
237905,"None of the non-control groups, including those assigned to rosuvastatin, showed significant changes in high-sensitivity CRP levels compared with the placebo group.",0.875,164,0
239882,Sanofi has also fallen far behind in the race to develop COVID-19 vaccines.,0.85,75,-1
139258,"However, ""cautious dose reduction"" of sedatives is possible once patients understand the reason, they add.",1,106,0
1028,Countries in Africa have experienced sporadic monkeypox outbreaks since the virus was discovered in humans in 1970.,0.9,115,-1
225895,"Pfizer in a statement welcomed the ruling, saying it was ""proud of its commitment to diversity, equity, and inclusion.""",1,119,1
87832,"Combined, these studies showed an RR of gastric cancer in PPI users compared to H2RA users of 1.07, which was not statistically significant (95% CI, 0.97 - 1.19).",0.875,162,0
167446,"Rochelle Walensky, director of the CDC, told CNN that she will ask Congress for flexibility to do that kind of hiring in a crisis.",0.9,130,0
235315,There were with no significant differences in BCG complications between the groups.,0.875,83,0
58155,"Dr. Agrawal, Dr. Bemelmen, and Dr. Colombel declared no relevant conflicts of interest.",0.9,87,0
64541,"""The only patient I've ever had who died 6-7 months post myocarditis is somebody who, during their stress test, had increasing ventricular ectopy.",1,146,-1
81523,"There also wasn't a significant difference in distribution regarding adenomatous polyp location, size, or morphology.",0.875,117,0
140494,Use as a Bioweapon  The CDC classifies B. pseudomallei as a potential pathogen for biological attack (class-B candidate).,1,121,0
262987,"""This is a unique time period where sexually transmitted infections are on the rise and there are a number of emerging threats to health care access.",0.916666667,149,-1
20587,"The investigators used the health registry in the province of Jujuy, situated in the extreme northwestern part of Argentina.",1,124,0
135328,The patient experienced 80%-90% resolution of his PIH with no unexpected adverse reactions.,0.95,91,1
145833,The report also asks the world's governments to provide some hard-to-determine key numbers.,1,91,-1
232959,There was potential for selection bias as the UK Biobank recruited volunteers with a 5.5% response rate.,1,104,0
55099,"The median age of the patients was 56–63 years, and the vast majority were men.",1,79,0
245691,"The agency recommended consumers only take medicines which were made to be sold in the United States, especially for children.",1,126,0
280038,"They conceded that the paperwork is necessary to maintain board certification and to avoid potential malpractice lawsuits, however.",1,131,-1
62763,"Potentially Improved Access  Telemedicine appears to be an effective healthcare delivery method that can complement in-person care, the study authors write.",0.9,156,1
6991,"The greatest increase was for oncology drugs, which rose from $7030 to $9436 (34.2%).",0.975,85,0
203383,"According to Chu, dozens of studies have examined the possible effect of cell phone exposure on sperm quality.",1,110,0
191875,"Of the 12 patients who completed the study, 3 in the carrageenan group experienced relapses, compared with none of the patients in the placebo group (P = .046).",0.9,160,0
276184,"""For a rare form called erythropoietic protoporphyria, there is a subcutaneous implant with a medication called afamelanotide that increases tolerance to sunlight.""",0.9,164,0
165836,"Twenty-three confirmed cases have now been identified in Portugal, while 21 cases have been reported in Spain.",1,110,0
11315,"Another potential plus for the CBT app is that ""the effects should be durable in contrast to medications,"" which must be taken on an ongoing basis to maintain effectiveness.",1,173,1
290149,"According to a June 21 MGMA poll, 90% of practices reported that their costs have risen faster than revenues so far in 2022.",1,124,-1
247846,Pointing at the System  The report did not address potential contributing factors to physicians' suicidal thoughts.,1,115,-1
201837,"And of course, as we are learning, there are significant health risks with e-cigarette use alone.""",0.875,98,-1
27065,"""Vaccines that have been used in Canada only contain spike protein, and thus should not elicit N protein positivity.",1,116,0
178810,"""A drug targeting the microbiome can stay in the intestine so should have the potential for fewer adverse effects than drugs that are systemically absorbed,"" Hazen added.",0.95,170,1
